hgnc_id,effect_allele_frequency
HGNC:28741,0.00049178
HGNC:1705,0.000182528
HGNC:1514,5.46423e-05
HGNC:2481,0.00020113
HGNC:31136,0.000172065
HGNC:17865,0.000351106
HGNC:17826,0.00296928
HGNC:6394,4.18537e-05
HGNC:24118,0.000160439
HGNC:30323,0.000163927
HGNC:26876,0.000730114
HGNC:29232,0.000726626
HGNC:16389,0.00023252
HGNC:16628,0.000165089
HGNC:10737,0.000782431
HGNC:24811,0.000219732
HGNC:20260,9.18455e-05
HGNC:236,0.000134862
HGNC:9640,4.18537e-05
HGNC:7590,0.000383658
HGNC:25766,0.00167531
HGNC:17692,0.000176715
HGNC:4814,0.00225661
HGNC:12563,0.000197642
HGNC:6160,0.000134862
HGNC:7511,0.000117423
HGNC:29227,0.000190667
HGNC:15595,0.000581301
HGNC:11175,0.000276699
HGNC:16397,5.81301e-05
HGNC:33721,0.000267398
HGNC:31927,0.00359825
HGNC:31046,0.000319715
HGNC:3978,0.00059874
HGNC:14536,1.39512e-05
HGNC:26842,0.00896947
HGNC:28160,0.000224382
HGNC:26444,0.00034878
HGNC:21755,0.000240658
HGNC:28534,1.86016e-05
HGNC:20667,0.000273211
HGNC:28184,0.00014765
HGNC:9099,0.000132537
HGNC:30413,7.90569e-05
HGNC:6944,0.000160439
HGNC:17936,3.72032e-05
HGNC:18275,0.00733602
HGNC:17038,2.79024e-05
HGNC:25731,0.000680122
HGNC:18276,3.13902e-05
HGNC:10474,6.97561e-06
HGNC:24614,0.000554561
HGNC:23699,6.04553e-05
HGNC:4171,2.79024e-05
HGNC:10381,7.20813e-05
HGNC:9788,1.39512e-05
HGNC:21497,0.000263911
HGNC:29231,0.000708024
HGNC:25692,0.00096961
HGNC:4444,8.13821e-06
HGNC:19983,2.55772e-05
HGNC:42969,3.95284e-05
HGNC:29201,7.32439e-05
HGNC:13164,2.9065e-05
HGNC:2236,0.000110447
HGNC:24446,0.000242984
HGNC:4722,2.3252e-05
HGNC:28061,0.00208222
HGNC:6919,0.00121724
HGNC:13556,0.000871951
HGNC:10012,0.000125561
HGNC:18463,0.000108122
HGNC:9107,0.000218569
HGNC:29116,2.55772e-05
HGNC:12298,0.000381333
HGNC:26674,0.0181505
HGNC:27023,0.00443067
HGNC:8982,0.00057665
HGNC:13211,0.000415049
HGNC:25021,0.00446206
HGNC:18593,0.000595252
HGNC:26442,0.000144163
HGNC:10379,0.000251122
HGNC:2317,4.18537e-05
HGNC:125,0.000834748
HGNC:30343,0.000159276
HGNC:30211,0.000592927
HGNC:1611,0.000481317
HGNC:23230,9.76585e-05
HGNC:7907,0.00131606
HGNC:28451,4.99919e-05
HGNC:1041,0.000230195
HGNC:26928,0.000145325
HGNC:17008,5.46423e-05
HGNC:11740,0.000191829
HGNC:24085,0.000134862
HGNC:14902,1.62764e-05
HGNC:26170,0.000252285
HGNC:10955,0.000154626
HGNC:10481,5.46423e-05
HGNC:17812,0.000184854
HGNC:24540,5.46423e-05
HGNC:25815,0.000677797
HGNC:26576,0.000190667
HGNC:3392,7.55691e-05
HGNC:9307,0.00040226
HGNC:25544,5.81301e-06
HGNC:8654,0.000489455
HGNC:11354,4.06911e-05
HGNC:28480,0.000210431
HGNC:7664,1.97642e-05
HGNC:6004,0.000101146
HGNC:11193,1.1626e-05
HGNC:2039,0.0033948
HGNC:26551,0.000734764
HGNC:17968,0.00299951
HGNC:15594,0.000215081
HGNC:24999,0.000655707
HGNC:21343,0.000305764
HGNC:7227,1.62764e-05
HGNC:24295,0.000966122
HGNC:29972,0.000587114
HGNC:18703,0.000197642
HGNC:8976,0.000137187
HGNC:1092,5.81301e-06
HGNC:34428,0.000403423
HGNC:37172,0.000229032
HGNC:33764,0.00025926
HGNC:37173,0.00167415
HGNC:14508,0.00063478
HGNC:2232,5.34797e-05
HGNC:9920,5.69675e-05
HGNC:9919,9.18455e-05
HGNC:20989,0.000724301
HGNC:17448,0.000148813
HGNC:19014,0.000895203
HGNC:25554,5.23171e-05
HGNC:30630,8.83577e-05
HGNC:26303,0.000246472
HGNC:26636,4.88293e-05
HGNC:9872,0.000376683
HGNC:10070,3.25528e-05
HGNC:17031,0.000122073
HGNC:806,4.76667e-05
HGNC:11751,8.60325e-05
HGNC:28635,0.000355756
HGNC:30654,0.000149976
HGNC:882,0.000878927
HGNC:9090,0.000789406
HGNC:12333,0.000162764
HGNC:8739,0.000345293
HGNC:30131,8.13821e-05
HGNC:30855,2.09268e-05
HGNC:1970,4.99919e-05
HGNC:20653,0.000237171
HGNC:28490,5.92927e-05
HGNC:9082,0.000360406
HGNC:16497,0.000225545
HGNC:16494,0.000438301
HGNC:9092,0.00048713
HGNC:19952,0.00192062
HGNC:20393,0.000168577
HGNC:336,0.000181366
HGNC:2299,0.00051387
HGNC:2298,0.000309252
HGNC:4699,0.000716162
HGNC:11099,0.000605715
HGNC:15597,0.000526658
HGNC:2295,0.00039761
HGNC:25181,0.000120911
HGNC:11853,0.000119748
HGNC:11856,0.000382496
HGNC:24042,1.62764e-05
HGNC:24993,0.000153463
HGNC:29642,0.000335992
HGNC:10057,0.000182528
HGNC:8882,9.30081e-05
HGNC:29095,7.55691e-05
HGNC:10759,2.09268e-05
HGNC:3254,0.000282512
HGNC:18136,0.000168577
HGNC:28602,0.002717
HGNC:10858,1.39512e-05
HGNC:12605,0.00134862
HGNC:16050,0.000125561
HGNC:30057,6.04553e-05
HGNC:16442,0.000105797
HGNC:4538,0.00124398
HGNC:4537,0.000108122
HGNC:18124,5.81301e-05
HGNC:26384,0.00801149
HGNC:24427,0.000469691
HGNC:17,0.00721045
HGNC:4542,9.76585e-05
HGNC:6923,0.00011161
HGNC:8539,4.76667e-05
HGNC:9862,0.000789406
HGNC:24490,0.000311577
HGNC:14410,0.000153463
HGNC:23627,0.000335992
HGNC:7154,0.000990536
HGNC:29185,0.000392959
HGNC:26434,0.00029065
HGNC:95,0.000129049
HGNC:4378,9.41707e-05
HGNC:6228,0.000413886
HGNC:11325,0.000119748
HGNC:23696,8.25447e-05
HGNC:33765,0.000481317
HGNC:20569,1.97642e-05
HGNC:25735,0.0014207
HGNC:9692,0.000106959
HGNC:25146,0.000282512
HGNC:10854,2.3252e-05
HGNC:24152,0.00023252
HGNC:7125,0.000275537
HGNC:13780,0.000887065
HGNC:13347,0.000551073
HGNC:9867,0.000109285
HGNC:25874,0.000755691
HGNC:32406,5.23171e-05
HGNC:15678,1.86016e-05
HGNC:5969,4.18537e-05
HGNC:40048,0.000124398
HGNC:29262,0.000349943
HGNC:14013,0.00102193
HGNC:30834,0.0029751
HGNC:6397,0.00397377
HGNC:22974,0.000137187
HGNC:16381,5.69675e-05
HGNC:918,0.000141837
HGNC:24250,0.000724301
HGNC:24045,0.000284837
HGNC:34071,0.000448764
HGNC:10856,0.00207641
HGNC:23501,0.000144163
HGNC:983,0.000662683
HGNC:26245,0.00661171
HGNC:8945,0.000907992
HGNC:26587,0.00097891
HGNC:8761,3.02276e-05
HGNC:8943,5.92927e-05
HGNC:15448,0.000247634
HGNC:3498,0.000222057
HGNC:24022,8.13821e-05
HGNC:14955,8.60325e-05
HGNC:28408,0.00109633
HGNC:34298,0.000231358
HGNC:26261,0.000287163
HGNC:25394,0.00028135
HGNC:11846,2.20894e-05
HGNC:23693,0.000494106
HGNC:15682,4.88293e-05
HGNC:9404,0.000163927
HGNC:10897,7.09187e-05
HGNC:29326,0.000110447
HGNC:27610,0.000202293
HGNC:3301,0.000377845
HGNC:11006,0.00019648
HGNC:30765,0.000225545
HGNC:9067,0.000668496
HGNC:34295,0.000376683
HGNC:24670,4.76667e-05
HGNC:4267,0.000269724
HGNC:11925,0.000183691
HGNC:29260,0.000641756
HGNC:3155,0.000255772
HGNC:29935,0.000168577
HGNC:14291,4.65041e-05
HGNC:23219,0.000945195
HGNC:29529,1.04634e-05
HGNC:6286,2.55772e-05
HGNC:29983,3.83658e-05
HGNC:8975,8.02195e-05
HGNC:6287,0.000469691
HGNC:30950,5.81301e-05
HGNC:18262,0.000222057
HGNC:20731,8.95203e-05
HGNC:24124,2.67398e-05
HGNC:16652,0.000496431
HGNC:7700,4.99919e-05
HGNC:12611,0.000454577
HGNC:30024,7.78943e-05
HGNC:24697,0.000763829
HGNC:25244,0.00121376
HGNC:4023,0.000125561
HGNC:30528,0.000163927
HGNC:11195,8.13821e-06
HGNC:13553,0.000225545
HGNC:18184,9.30081e-06
HGNC:6936,0.000584789
HGNC:14582,0.000181366
HGNC:30319,0.000503406
HGNC:15684,5.81301e-05
HGNC:18653,0.00011626
HGNC:25947,0.000103472
HGNC:25489,0.000136024
HGNC:25753,0.000340642
HGNC:18253,0.000294138
HGNC:56,0.000398772
HGNC:24004,0.00046039
HGNC:24003,0.000360406
HGNC:24005,0.000131374
HGNC:3261,0.000122073
HGNC:3087,5.81301e-05
HGNC:564,0.000105797
HGNC:72,0.00020113
HGNC:25144,0.000649894
HGNC:23056,0.000103472
HGNC:13275,0.000810333
HGNC:24197,2.3252e-05
HGNC:9559,2.44146e-05
HGNC:3296,0.00101495
HGNC:28308,0.000204618
HGNC:2020,0.000570837
HGNC:9195,4.53415e-05
HGNC:11795,0.000531309
HGNC:1949,0.000737089
HGNC:3394,0.000118585
HGNC:29639,0.00955891
HGNC:29122,0.00145674
HGNC:33731,9.06829e-05
HGNC:3247,0.00105332
HGNC:6852,0.000199967
HGNC:30544,0.000204618
HGNC:18483,0.000691748
HGNC:23116,3.13902e-05
HGNC:28867,6.27805e-05
HGNC:10781,1.39512e-05
HGNC:3494,4.06911e-05
HGNC:2853,0.000333667
HGNC:2417,0.000137187
HGNC:25546,0.000124398
HGNC:14889,6.39431e-05
HGNC:349,0.000166252
HGNC:3658,0.00231474
HGNC:5181,0.000439463
HGNC:6383,0.000305764
HGNC:3284,4.65041e-05
HGNC:9972,0.00107192
HGNC:13633,0.000109285
HGNC:10860,6.16179e-05
HGNC:28580,8.37073e-05
HGNC:6901,0.000517358
HGNC:23992,9.88211e-05
HGNC:11329,9.30081e-06
HGNC:32486,8.25447e-05
HGNC:1001,9.30081e-06
HGNC:6679,0.000211593
HGNC:24759,0.0011161
HGNC:15979,5.46423e-05
HGNC:19317,0.000769642
HGNC:2032,4.65041e-05
HGNC:2037,5.11545e-05
HGNC:33705,8.25447e-05
HGNC:5995,0.000238333
HGNC:40049,7.32439e-05
HGNC:29961,6.16179e-05
HGNC:30894,0.000159276
HGNC:18111,0.000316228
HGNC:3668,3.25528e-05
HGNC:30438,3.72032e-05
HGNC:14922,0.00230079
HGNC:31789,0.00604553
HGNC:25422,0.000828935
HGNC:8140,0.000175553
HGNC:5192,1.39512e-05
HGNC:2313,0.000127886
HGNC:20818,0.000239496
HGNC:4443,0.000341805
HGNC:24113,0.000255772
HGNC:25120,0.00101379
HGNC:25652,0.000441789
HGNC:26888,0.000113935
HGNC:26639,0.000188341
HGNC:16469,8.83577e-05
HGNC:9288,5.58049e-05
HGNC:612,0.000152301
HGNC:23282,0.00166601
HGNC:7514,0.00538168
HGNC:19297,0.000691748
HGNC:11763,0.000104634
HGNC:20713,0.000403423
HGNC:29955,0.000416211
HGNC:8754,0.00020578
HGNC:28482,0.000117423
HGNC:25167,0.00016974
HGNC:29119,5.81301e-06
HGNC:26661,0.000377845
HGNC:27407,0.00104053
HGNC:28786,0.000229032
HGNC:29148,1.62764e-05
HGNC:24613,8.60325e-05
HGNC:28209,0.000123236
HGNC:26046,0.000520845
HGNC:8591,9.30081e-05
HGNC:28407,0.000103472
HGNC:7659,0.000255772
HGNC:30596,0.000544097
HGNC:7037,0.00239728
HGNC:2900,0.000123236
HGNC:1027,0.000146488
HGNC:28991,0.000389471
HGNC:25407,0.000197642
HGNC:28637,0.000775455
HGNC:25251,0.000318553
HGNC:10345,1.1626e-05
HGNC:15991,0.000326691
HGNC:37138,0.00121492
HGNC:12926,0.000120911
HGNC:29425,0.00109866
HGNC:25985,0.00187528
HGNC:8786,0.00100681
HGNC:846,5.34797e-05
HGNC:7586,0.000358081
HGNC:26177,0.00115214
HGNC:10066,0.000172065
HGNC:2309,2.67398e-05
HGNC:4113,0.000133699
HGNC:28709,0.00115911
HGNC:2856,0.00720929
HGNC:10993,0.000606878
HGNC:5391,0.00271351
HGNC:3693,0.00184621
HGNC:27729,0.000492943
HGNC:11253,0.00016974
HGNC:2494,0.000591764
HGNC:13731,9.64959e-05
HGNC:29304,0.000963797
HGNC:31860,0.000303439
HGNC:10904,0.000149976
HGNC:25137,0.000380171
HGNC:11524,0.000325528
HGNC:3690,0.000426675
HGNC:6556,0.000309252
HGNC:12766,0.000406911
HGNC:12768,0.000123236
HGNC:26742,3.13902e-05
HGNC:18870,0.00455972
HGNC:28719,0.00145325
HGNC:13906,1.86016e-05
HGNC:29334,0.000143
HGNC:10067,1.62764e-05
HGNC:16822,2.9065e-05
HGNC:19118,0.000134862
HGNC:10825,0.00173228
HGNC:243,0.000248797
HGNC:16894,0.00103355
HGNC:16821,0.000426675
HGNC:4543,0.000665008
HGNC:4851,0.000738252
HGNC:33741,5.11545e-05
HGNC:9994,0.00124747
HGNC:4894,0.0017253
HGNC:26594,0.00195666
HGNC:6701,0.000186016
HGNC:283,4.30163e-05
HGNC:19656,0.00334015
HGNC:28201,0.000418537
HGNC:26021,0.000244146
HGNC:19883,0.000173228
HGNC:18790,7.67317e-05
HGNC:15942,0.000217406
HGNC:7391,1.51138e-05
HGNC:24435,0.000352268
HGNC:14217,0.00017439
HGNC:19747,0.00094287
HGNC:3497,0.00074174
HGNC:2365,4.30163e-05
HGNC:33766,0.0180517
HGNC:26460,0.00108471
HGNC:12762,0.000956821
HGNC:9306,0.000873114
HGNC:29623,0.000410398
HGNC:24549,1.62764e-05
HGNC:10504,3.37154e-05
HGNC:28796,1.97642e-05
HGNC:24206,8.13821e-05
HGNC:28992,0.000112772
HGNC:29246,6.51057e-05
HGNC:26900,0.00031739
HGNC:30781,2.79024e-05
HGNC:19696,4.18537e-05
HGNC:16698,0.000234845
HGNC:33131,0.000408073
HGNC:24017,0.000283675
HGNC:19195,0.000188341
HGNC:26009,0.00691632
HGNC:30406,0.000189504
HGNC:121,0.000584789
HGNC:26653,0.00149394
HGNC:4528,0.000249959
HGNC:2333,0.00214965
HGNC:5017,0.000392959
HGNC:18108,0.000420862
HGNC:3026,0.0036715
HGNC:13446,0.000184854
HGNC:12754,9.18455e-05
HGNC:29365,0.000153463
HGNC:17438,0.000441789
HGNC:5194,3.4878e-05
HGNC:9768,0.000125561
HGNC:951,2.3252e-05
HGNC:31792,0.000516195
HGNC:21745,0.000458065
HGNC:14342,9.06829e-05
HGNC:29253,0.00145441
HGNC:13602,6.04553e-05
HGNC:27740,0.00125677
HGNC:1118,0.000434813
HGNC:1667,0.000453415
HGNC:19695,0.00123817
HGNC:29451,0.000156951
HGNC:9454,0.00130793
HGNC:26887,5.46423e-05
HGNC:6533,4.06911e-05
HGNC:9752,0.000110447
HGNC:33939,0.000226707
HGNC:18449,0.000485967
HGNC:24628,0.000165089
HGNC:29235,0.000648732
HGNC:25987,9.30081e-05
HGNC:24304,0.000497593
HGNC:30776,0.000187179
HGNC:11086,0.000155789
HGNC:28442,0.000441789
HGNC:30083,6.39431e-05
HGNC:13839,0.000184854
HGNC:9237,7.32439e-05
HGNC:2738,6.97561e-06
HGNC:11181,6.04553e-05
HGNC:25405,0.000118585
HGNC:18710,0.000140675
HGNC:30605,0.00042435
HGNC:18215,0.000223219
HGNC:22917,0.00359476
HGNC:19990,0.000188341
HGNC:11020,0.000377845
HGNC:29108,0.000332504
HGNC:37260,0.000354593
HGNC:5724,0.000133699
HGNC:1570,0.000315065
HGNC:25624,0.000188341
HGNC:19205,9.64959e-05
HGNC:8659,3.02276e-05
HGNC:16924,0.000695236
HGNC:37261,0.00139047
HGNC:29229,0.00013835
HGNC:25618,0.000115098
HGNC:27379,7.55691e-05
HGNC:8906,0.000903341
HGNC:11578,0.000647569
HGNC:9691,0.00918223
HGNC:16516,1.7439e-05
HGNC:15634,0.00224615
HGNC:11847,0.00148929
HGNC:16711,0.000183691
HGNC:25087,0.00034878
HGNC:26260,7.90569e-05
HGNC:6356,0.000792894
HGNC:18340,0.000810333
HGNC:9969,0.000541772
HGNC:15527,0.00048713
HGNC:10369,1.27886e-05
HGNC:16429,0.00014765
HGNC:12525,0.000466203
HGNC:27321,1.1626e-05
HGNC:29088,0.000146488
HGNC:29851,0.000447602
HGNC:686,1.39512e-05
HGNC:14079,0.000527821
HGNC:30358,6.97561e-05
HGNC:25857,0.000440626
HGNC:582,0.000604553
HGNC:12513,0.000108122
HGNC:29191,0.00282745
HGNC:9143,0.000132537
HGNC:25541,0.000139512
HGNC:27723,2.44146e-05
HGNC:1329,0.00029065
HGNC:23815,0.00011161
HGNC:25159,5.92927e-05
HGNC:13531,0.000362732
HGNC:31673,0.000175553
HGNC:22394,6.04553e-05
HGNC:26825,9.88211e-05
HGNC:25799,0.00169856
HGNC:21526,6.51057e-05
HGNC:4086,0.000220894
HGNC:4076,4.88293e-05
HGNC:24381,0.000179041
HGNC:4078,2.09268e-05
HGNC:4081,3.13902e-05
HGNC:26036,0.000160439
HGNC:13549,0.000948683
HGNC:19012,0.00140675
HGNC:18726,0.00063013
HGNC:2148,0.000670821
HGNC:27194,0.000124398
HGNC:12434,0.000216244
HGNC:11719,0.000182528
HGNC:29282,5.92927e-05
HGNC:22980,0.000298789
HGNC:20436,0.000190667
HGNC:29127,0.000363894
HGNC:16074,0.00022787
HGNC:28685,0.000334829
HGNC:26133,0.00857767
HGNC:28998,0.000198805
HGNC:34299,0.00109633
HGNC:10806,9.88211e-05
HGNC:29579,0.000270886
HGNC:20075,1.39512e-05
HGNC:42970,4.30163e-05
HGNC:23804,3.60406e-05
HGNC:30676,0.000510382
HGNC:19124,0.00432023
HGNC:6657,0.000739415
HGNC:1935,1.62764e-05
HGNC:24959,2.9065e-05
HGNC:8803,0.000166252
HGNC:6342,9.99837e-05
HGNC:6307,0.000117423
HGNC:25812,0.00101146
HGNC:30760,5.92927e-05
HGNC:2082,0.000120911
HGNC:29524,0.000152301
HGNC:7859,7.67317e-05
HGNC:30380,0.000340642
HGNC:29086,0.000814984
HGNC:29219,0.00133815
HGNC:23993,0.00106611
HGNC:9238,5.23171e-05
HGNC:8587,0.000291813
HGNC:11303,0.000244146
HGNC:23592,9.99837e-05
HGNC:43771,0.000122073
HGNC:24961,0.000224382
HGNC:11245,0.000251122
HGNC:9966,0.00028135
HGNC:28473,0.000384821
HGNC:9188,0.000282512
HGNC:5476,0.000241821
HGNC:20974,0.000242984
HGNC:27365,0.000420862
HGNC:3389,0.000167415
HGNC:1854,0.000155789
HGNC:24133,0.000179041
HGNC:25581,0.000363894
HGNC:4421,0.000124398
HGNC:24059,0.000824284
HGNC:27954,0.000362732
HGNC:29994,0.00025461
HGNC:25398,0.00022787
HGNC:30626,1.97642e-05
HGNC:24465,0.000754528
HGNC:12547,3.72032e-05
HGNC:12546,0.00101495
HGNC:12544,0.00115563
HGNC:28528,0.000437138
HGNC:12554,0.000548748
HGNC:12545,0.000477829
HGNC:13479,0.000286
HGNC:12553,0.000716162
HGNC:12542,0.00124631
HGNC:28183,0.000749878
HGNC:17845,0.000291813
HGNC:11377,0.000134862
HGNC:2445,0.000538284
HGNC:2447,8.95203e-05
HGNC:11369,4.53415e-05
HGNC:5284,0.00016974
HGNC:5283,0.000253447
HGNC:33193,9.76585e-05
HGNC:26043,0.000566187
HGNC:19215,0.000118585
HGNC:2446,1.86016e-05
HGNC:30710,9.41707e-05
HGNC:19216,4.88293e-05
HGNC:17326,0.00286
HGNC:17279,0.000130211
HGNC:7518,0.00229614
HGNC:33188,0.000126724
HGNC:452,0.000933569
HGNC:3344,0.000704536
HGNC:5713,2.3252e-05
HGNC:24477,0.000117423
HGNC:30285,0.000297626
HGNC:4610,0.000585951
HGNC:29801,0.00138582
HGNC:2704,0.000162764
HGNC:11030,0.000210431
HGNC:4187,0.00020113
HGNC:4525,0.00285186
HGNC:219,0.000159276
HGNC:26801,0.000170902
HGNC:23575,5.81301e-05
HGNC:399,0.000181366
HGNC:317,0.00633153
HGNC:316,0.00219848
HGNC:20796,0.000633618
HGNC:6025,0.000299951
HGNC:10643,0.00740228
HGNC:8862,0.000141837
HGNC:4602,3.95284e-05
HGNC:8861,0.000251122
HGNC:9240,3.4878e-05
HGNC:10642,0.000225545
HGNC:4604,1.86016e-05
HGNC:4603,0.000123236
HGNC:31865,0.000208106
HGNC:17470,0.000351106
HGNC:3443,0.000161602
HGNC:651,6.85935e-05
HGNC:1121,5.11545e-05
HGNC:24536,5.69675e-05
HGNC:17479,0.000160439
HGNC:23189,0.000230195
HGNC:26300,0.000581301
HGNC:1782,0.000376683
HGNC:30291,0.00137187
HGNC:30904,8.83577e-05
HGNC:9244,0.00188923
HGNC:736,0.000151138
HGNC:25537,0.00042435
HGNC:7098,0.00017439
HGNC:10637,5.81301e-05
HGNC:10638,0.00224963
HGNC:725,0.000188341
HGNC:17359,6.04553e-05
HGNC:1665,0.000366219
HGNC:34343,0.000449927
HGNC:44667,0.000299951
HGNC:24854,0.000948683
HGNC:26374,0.000932406
HGNC:30422,0.000187179
HGNC:32958,0.000569675
HGNC:25589,5.58049e-05
HGNC:1595,0.000134862
HGNC:1593,6.97561e-05
HGNC:10639,4.30163e-05
HGNC:18042,0.00608157
HGNC:14275,0.000242984
HGNC:19185,0.00121492
HGNC:541,0.000341805
HGNC:18041,0.00172995
HGNC:30130,0.000483642
HGNC:28125,0.000830097
HGNC:4291,0.000225545
HGNC:21732,0.000355756
HGNC:13993,0.000101146
HGNC:3683,0.000206943
HGNC:28554,0.000341805
HGNC:1070,8.71951e-05
HGNC:9416,0.000105797
HGNC:24881,0.000158114
HGNC:5036,9.30081e-06
HGNC:5037,0.000122073
HGNC:24599,6.62683e-05
HGNC:37263,5.81301e-05
HGNC:21088,3.13902e-05
HGNC:17052,0.000274374
HGNC:23192,0.000535959
HGNC:25397,1.97642e-05
HGNC:16702,6.97561e-06
HGNC:19254,4.18537e-05
HGNC:25223,0.000206943
HGNC:5164,0.00241356
HGNC:18536,0.000675471
HGNC:16633,0.000982398
HGNC:25829,0.00031274
HGNC:28157,0.00153696
HGNC:7839,6.74309e-05
HGNC:1800,0.000144163
HGNC:20751,0.0014672
HGNC:25361,0.000224382
HGNC:6872,6.62683e-05
HGNC:9646,0.000647569
HGNC:30603,0.000143
HGNC:28386,0.000187179
HGNC:7135,0.00199502
HGNC:18644,0.00182645
HGNC:18685,0.000938219
HGNC:22960,0.000148813
HGNC:8056,0.000488293
HGNC:11220,0.000334829
HGNC:3054,0.000180203
HGNC:2932,0.000242984
HGNC:5341,0.000230195
HGNC:13361,0.0019927
HGNC:11255,0.00246588
HGNC:9009,0.000127886
HGNC:74,0.00115679
HGNC:25415,4.65041e-05
HGNC:26072,0.000720813
HGNC:24368,0.000516195
HGNC:28213,1.27886e-05
HGNC:44317,7.20813e-05
HGNC:4876,0.000211593
HGNC:19968,1.86016e-05
HGNC:19367,0.000532471
HGNC:18333,0.000167415
HGNC:27733,0.00019648
HGNC:11138,1.04634e-05
HGNC:7178,0.000559211
HGNC:29349,0.000160439
HGNC:4576,0.000101146
HGNC:797,5.81301e-06
HGNC:18398,6.85935e-05
HGNC:17890,0.000288325
HGNC:17468,0.000319715
HGNC:1077,0.000133699
HGNC:12569,0.000120911
HGNC:8807,0.000439463
HGNC:28712,0.000934732
HGNC:9859,0.000134862
HGNC:17753,2.79024e-05
HGNC:3287,2.20894e-05
HGNC:15789,0.000153463
HGNC:253,0.00051852
HGNC:252,0.000132537
HGNC:255,0.000210431
HGNC:249,0.000689423
HGNC:250,0.000849862
HGNC:256,0.000229032
HGNC:25274,0.000229032
HGNC:28403,0.000713837
HGNC:7467,0.000458065
HGNC:27741,0.0063385
HGNC:16500,5.81301e-05
HGNC:15606,2.67398e-05
HGNC:25881,6.39431e-05
HGNC:4741,6.97561e-06
HGNC:30555,0.000155789
HGNC:16041,0.000245309
HGNC:9314,3.25528e-05
HGNC:18233,0.00124631
HGNC:20862,0.000182528
HGNC:7794,3.25528e-05
HGNC:6831,0.000756854
HGNC:12476,0.000326691
HGNC:24212,7.90569e-05
HGNC:24244,0.00973679
HGNC:25143,0.000175553
HGNC:32389,0.000159276
HGNC:1856,0.000649894
HGNC:11528,0.00069291
HGNC:24593,1.51138e-05
HGNC:25941,0.00211942
HGNC:28883,0.000163927
HGNC:25968,0.00103472
HGNC:25067,5.23171e-05
HGNC:25806,0.000220894
HGNC:27405,0.000220894
HGNC:28261,0.000647569
HGNC:10648,0.000280187
HGNC:2892,5.69675e-05
HGNC:8603,0.000523171
HGNC:28395,0.000308089
HGNC:20582,0.00029065
HGNC:4799,0.00122422
HGNC:6551,0.00013835
HGNC:10340,9.30081e-06
HGNC:24448,0.000139512
HGNC:14404,0.000392959
HGNC:18603,0.00177529
HGNC:10704,0.00014765
HGNC:26076,0.000380171
HGNC:1507,0.000422024
HGNC:18554,0.00022787
HGNC:5394,0.000203455
HGNC:14264,6.39431e-05
HGNC:10450,0.000425512
HGNC:24783,0.000237171
HGNC:3229,0.000389471
HGNC:15829,2.67398e-05
HGNC:3355,0.00137071
HGNC:9005,5.58049e-05
HGNC:26813,0.000216244
HGNC:28808,0.000126724
HGNC:19075,7.44065e-05
HGNC:20917,0.000740577
HGNC:13805,1.51138e-05
HGNC:25654,0.00293789
HGNC:24912,0.000530146
HGNC:493,0.00140675
HGNC:1462,0.000139512
HGNC:26286,0.000532471
HGNC:12555,1.86016e-05
HGNC:20779,0.000167415
HGNC:28371,9.64959e-05
HGNC:7682,0.000204618
HGNC:9477,0.00141605
HGNC:29330,7.90569e-05
HGNC:10706,0.000341805
HGNC:17732,0.00129863
HGNC:1330,0.000161602
HGNC:29255,0.000504569
HGNC:19225,0.000592927
HGNC:3556,6.16179e-05
HGNC:8784,0.0042993
HGNC:6763,6.16179e-05
HGNC:9349,0.000430163
HGNC:26256,7.32439e-05
HGNC:19315,0.000119748
HGNC:15565,0.000654545
HGNC:543,0.000727788
HGNC:55077,0.000125561
HGNC:9137,0.000577813
HGNC:1578,4.88293e-05
HGNC:18758,0.000472016
HGNC:12335,0.000215081
HGNC:26953,0.00107541
HGNC:30713,0.000412724
HGNC:6001,1.1626e-05
HGNC:6005,8.83577e-05
HGNC:26648,0.000406911
HGNC:3676,0.000191829
HGNC:8053,0.00185202
HGNC:18119,0.000559211
HGNC:11269,5.23171e-05
HGNC:29223,9.53333e-05
HGNC:23109,0.000347618
HGNC:29239,0.000512707
HGNC:25319,0.00191364
HGNC:17041,0.000192992
HGNC:11397,0.0117295
HGNC:28486,0.000377845
HGNC:26111,0.00187528
HGNC:24704,0.000555723
HGNC:16089,0.000159276
HGNC:30027,2.79024e-05
HGNC:26406,0.000592927
HGNC:27025,0.000224382
HGNC:13404,0.000173228
HGNC:31955,0.000197642
HGNC:14268,9.18455e-05
HGNC:11059,0.000198805
HGNC:14254,0.000127886
HGNC:3317,4.06911e-05
HGNC:29969,0.000162764
HGNC:7705,0.000104634
HGNC:30782,8.48699e-05
HGNC:16075,1.97642e-05
HGNC:30412,4.88293e-05
HGNC:7063,0.00116376
HGNC:16272,0.000182528
HGNC:20335,0.000308089
HGNC:2060,0.000422024
HGNC:28111,0.000621992
HGNC:12517,0.000224382
HGNC:21710,0.000230195
HGNC:23138,0.000189504
HGNC:15462,0.000120911
HGNC:5977,5.81301e-05
HGNC:6075,0.000137187
HGNC:20067,0.000218569
HGNC:4066,6.39431e-05
HGNC:11101,7.90569e-05
HGNC:25172,0.00115098
HGNC:4705,0.000137187
HGNC:4703,0.00100449
HGNC:4702,0.000163927
HGNC:14866,6.04553e-05
