ensg,beta,standard_error,effect_allele_frequency
ENSG00000213316,-0.0384014,0.0355827,0.00373318
ENSG00000161013,0.0917937,0.142461,0.000231815
ENSG00000161011,0.278068,0.197391,0.000120737
ENSG00000161010,-0.018629,0.0301025,0.00522549
ENSG00000197226,-0.0761921,0.0982444,0.000487777
ENSG00000113269,-0.022314,0.297521,5.31242e-05
ENSG00000146090,0.41949,0.201524,0.000115907
ENSG00000050748,0.0597078,0.21535,0.000101419
ENSG00000131459,-0.00176267,0.0673748,0.00103834
ENSG00000161055,0.0746624,0.0987974,0.000482947
ENSG00000037280,-0.0786151,0.132179,0.000478118
ENSG00000174339,0.0300216,0.164479,0.000173861
ENSG00000131446,-0.289991,0.372926,3.38063e-05
ENSG00000196670,0.0472032,0.0905162,0.000574707
ENSG00000113303,-0.0662282,0.0808931,0.000719591
ENSG00000168903,0.183426,0.177416,0.000120737
ENSG00000165810,-0.117375,0.113986,0.00036221
ENSG00000185372,0.385429,0.441276,2.41474e-05
ENSG00000182613,0.194208,0.220667,9.65894e-05
ENSG00000146054,-0.160875,0.0809057,0.000719591
ENSG00000146063,0.245221,0.107717,0.000405676
ENSG00000183718,-0.152058,0.215377,0.000101419
ENSG00000112679,0.0185477,0.0859674,0.00063749
ENSG00000137265,-0.00836995,0.402944,2.89768e-05
ENSG00000112685,0.234407,0.139624,0.000241474
ENSG00000188996,-0.290564,0.215415,0.000101419
ENSG00000164379,-0.06506,0.139625,0.000241474
ENSG00000137273,-0.0190103,0.164523,0.000173861
ENSG00000112699,0.258736,0.186546,0.000135225
ENSG00000145949,-0.0399265,0.0814746,0.000709932
ENSG00000124535,0.242488,0.201534,0.000115907
ENSG00000021355,-0.114072,0.312164,4.82947e-05
ENSG00000170542,0.00669823,0.0945972,0.000526412
ENSG00000124570,-0.00521057,0.0153011,0.0228193
ENSG00000124588,-0.0927088,0.0917039,0.000560219
ENSG00000137275,-0.072908,0.226489,9.176e-05
ENSG00000137274,0.0237502,0.092319,0.000555389
ENSG00000137267,-0.042886,0.329003,4.34652e-05
ENSG00000137285,-0.299615,0.402941,2.89768e-05
ENSG00000180822,-0.0160383,0.029866,0.0052931
ENSG00000137266,-0.331423,0.180228,0.000144884
ENSG00000168994,0.210122,0.226459,9.176e-05
ENSG00000112739,-0.305776,0.273766,6.27831e-05
ENSG00000145975,0.0382164,0.0625429,0.00120737
ENSG00000185689,-0.0551475,0.156099,0.000193179
ENSG00000198721,-0.0355123,0.100799,0.000463629
ENSG00000153046,0.0280323,0.134369,0.000260791
ENSG00000124787,0.332693,0.18332,0.000140055
ENSG00000219607,-0.13873,0.128636,0.000284939
ENSG00000214113,-0.0341521,0.107193,0.000400846
ENSG00000145982,-0.0413585,0.108391,0.000400846
ENSG00000124785,-0.60915,0.373099,3.38063e-05
ENSG00000124491,-0.000268081,0.126412,0.000294598
ENSG00000112799,-0.0904377,0.15233,0.000202838
ENSG00000124782,-0.0452957,0.171953,0.000159373
ENSG00000124783,0.0766863,0.1542,0.000198008
ENSG00000164304,-0.0581975,0.0517788,0.00176276
ENSG00000124784,0.064585,0.101848,0.00045397
ENSG00000096696,-0.110383,0.0876404,0.000613343
ENSG00000168566,-0.0427172,0.145572,0.000222156
ENSG00000239264,0.154526,0.142565,0.000231815
ENSG00000188428,0.165886,0.254856,7.24421e-05
ENSG00000124802,-0.0386482,0.373157,3.38063e-05
ENSG00000124786,-0.24945,0.131934,0.00027045
ENSG00000181355,-0.0294079,0.226448,9.176e-05
ENSG00000137203,-0.239719,0.403046,2.89768e-05
ENSG00000111846,0.0303757,0.0728384,0.000888623
ENSG00000137434,-0.0391234,0.130784,0.00027528
ENSG00000111845,-0.171322,0.232671,8.69305e-05
ENSG00000111843,-0.101416,0.189989,0.000130396
ENSG00000137210,-0.0739685,0.197432,0.000120737
ENSG00000111837,0.0849512,0.107739,0.000405676
ENSG00000124827,0.0212782,0.273801,6.27831e-05
ENSG00000153157,-0.0920005,0.103523,0.000439482
ENSG00000197977,-0.0119576,0.162307,0.00017869
ENSG00000224531,0.00795479,0.402946,2.89768e-05
ENSG00000244476,-0.098298,0.150561,0.000207667
ENSG00000111859,0.0808747,0.197437,0.000120737
ENSG00000111863,-0.341786,0.232666,8.69305e-05
ENSG00000095951,0.25566,0.226468,9.176e-05
ENSG00000078401,0.234668,0.373165,3.38063e-05
ENSG00000112137,0.0877765,0.169306,0.000164202
ENSG00000145979,-0.153973,0.148833,0.000212497
ENSG00000145990,-0.00686261,0.0709548,0.000936917
ENSG00000124523,0.0622749,0.0641969,0.00113493
ENSG00000225921,-0.0804853,0.122471,0.000313916
ENSG00000010017,-0.752908,0.329102,4.34652e-05
ENSG00000050393,-0.0247009,0.0901786,0.000579537
ENSG00000180537,-0.0774399,0.186623,0.000135225
ENSG00000112149,-0.167766,0.232745,8.69305e-05
ENSG00000008083,-0.0515297,0.402959,2.89768e-05
ENSG00000047579,0.00911923,0.0856602,0.00064232
ENSG00000007944,-0.14632,0.232708,8.69305e-05
ENSG00000137198,0.0439086,0.0467048,0.00215877
ENSG00000230873,0.150353,0.205835,0.000111078
ENSG00000112183,-0.431595,0.312185,4.82947e-05
ENSG00000112186,0.255604,0.136952,0.000251133
ENSG00000137414,-0.226086,0.0933311,0.000540901
ENSG00000124789,0.00724157,0.0395572,0.00302808
ENSG00000137177,0.139737,0.0866222,0.000627831
ENSG00000187566,-0.0242619,0.239413,8.2101e-05
ENSG00000137364,-0.0320535,0.07284,0.000888623
ENSG00000165097,0.292667,0.210465,0.000106248
ENSG00000124795,0.0544827,0.210452,0.000106248
ENSG00000137393,-0.161645,0.17186,0.000159373
ENSG00000172201,-0.0754674,0.297603,5.31242e-05
ENSG00000172197,0.156897,0.123429,0.000309086
ENSG00000112242,0.0191005,0.0542618,0.00160338
ENSG00000145996,0.0366788,0.148842,0.000212497
ENSG00000172179,0.0554386,0.239404,8.2101e-05
ENSG00000112273,0.190222,0.329292,4.34652e-05
ENSG00000152954,0.176455,0.104677,0.000429823
ENSG00000146038,0.11026,0.127473,0.000289768
ENSG00000124532,-0.127623,0.0607484,0.00127981
ENSG00000112293,-0.00673826,0.0302616,0.00518202
ENSG00000112294,0.0795012,0.079096,0.000753398
ENSG00000137261,-0.0199675,0.0982865,0.000487777
ENSG00000111802,0.0815928,0.105295,0.000424993
ENSG00000112304,0.0704964,0.0826131,0.000690614
ENSG00000112308,-0.220554,0.402944,2.89768e-05
ENSG00000112312,-0.267224,0.31216,4.82947e-05
ENSG00000260286,-0.171617,0.147197,0.000217326
ENSG00000111913,-0.0236123,0.133176,0.000265621
ENSG00000283467,-0.0281282,0.186678,0.000135225
ENSG00000079691,-0.0796101,0.154318,0.000198008
ENSG00000079689,0.16228,0.109764,0.000391187
ENSG00000164508,0.00255131,0.205852,0.000111078
ENSG00000146047,0.012996,0.166862,0.000169031
ENSG00000146039,0.0252815,0.0747039,0.000845157
ENSG00000124568,0.0249009,0.11327,0.00036704
ENSG00000124564,0.0380413,0.11974,0.000328404
ENSG00000112337,0.226919,0.124401,0.000304257
ENSG00000112343,-0.0349502,0.0294409,0.00544281
ENSG00000124610,0.00274878,0.127462,0.000289768
ENSG00000275714,-0.111875,0.115574,0.000352551
ENSG00000278637,0.0769299,0.110407,0.000386358
ENSG00000278705,-0.106741,0.0487844,0.00198008
ENSG00000274267,0.0251857,0.263804,6.76126e-05
ENSG00000278463,0.142534,0.17189,0.000159373
ENSG00000276410,-0.14598,0.263859,6.76126e-05
ENSG00000278272,-0.0261651,0.205851,0.000111078
ENSG00000187837,0.305888,0.348966,3.86358e-05
ENSG00000010704,0.232045,0.141092,0.000236644
ENSG00000197061,-0.230068,0.129651,0.000280109
ENSG00000187475,-0.0908413,0.107106,0.000410505
ENSG00000180596,0.029831,0.152336,0.000202838
ENSG00000180573,0.219073,0.441432,2.41474e-05
ENSG00000158373,0.0153235,0.139624,0.000241474
ENSG00000274290,0.0182892,0.0404476,0.00287354
ENSG00000277157,-0.292671,0.210466,0.000106248
ENSG00000197409,0.762112,0.348989,3.86358e-05
ENSG00000282988,-0.16928,0.0959611,0.000511924
ENSG00000196866,-0.194545,0.144054,0.000226985
ENSG00000277224,0.0940521,0.177298,0.000149714
ENSG00000276966,0.0393722,0.0710554,0.000936917
ENSG00000273802,-0.196194,0.150702,0.000207667
ENSG00000277075,0.0295879,0.297602,5.31242e-05
ENSG00000274750,0.210909,0.158111,0.000188349
ENSG00000124575,-0.113244,0.171867,0.000159373
ENSG00000274618,-0.075835,0.120666,0.000323575
ENSG00000275663,0.0399033,0.37316,3.38063e-05
ENSG00000277775,0.207173,0.239398,8.2101e-05
ENSG00000275713,0.0213058,0.144018,0.000226985
ENSG00000273983,0.222499,0.102412,0.000449141
ENSG00000278588,0.00976297,0.141037,0.000236644
ENSG00000158406,0.0366349,0.0920985,0.00054573
ENSG00000186470,0.0615113,0.0898026,0.000584366
ENSG00000124508,-0.103578,0.129663,0.000280109
ENSG00000026950,-0.387017,0.164654,0.000173861
ENSG00000111801,-0.0292098,0.0358399,0.00369455
ENSG00000112763,-0.0544666,0.0441256,0.00241474
ENSG00000124557,0.000797344,0.201503,0.000115907
ENSG00000182952,-0.432955,0.37337,3.38063e-05
ENSG00000146109,0.120398,0.174539,0.000154543
ENSG00000181315,-0.211053,0.254875,7.24421e-05
ENSG00000124635,-0.291929,0.232676,8.69305e-05
ENSG00000196787,0.02773,0.164536,0.000173861
ENSG00000276180,-0.0893521,0.239425,8.2101e-05
ENSG00000197903,-0.256789,0.201505,0.000115907
ENSG00000274997,-0.0186364,0.0284615,0.00585815
ENSG00000112812,-0.0772975,0.130824,0.00027528
ENSG00000158553,-0.00766592,0.117196,0.000342892
ENSG00000124613,0.0120444,0.10031,0.0004588
ENSG00000096654,0.146683,0.22074,9.65894e-05
ENSG00000185130,-0.284559,0.183311,0.000140055
ENSG00000196747,-0.0603936,0.254853,7.24421e-05
ENSG00000278828,0.259439,0.263858,6.76126e-05
ENSG00000276368,-0.471057,0.226454,9.176e-05
ENSG00000273703,-0.264639,0.127508,0.000289768
ENSG00000197238,0.0201278,0.197461,0.000120737
ENSG00000273542,-0.00569121,0.0740183,0.000864475
ENSG00000275221,-0.189318,0.0873023,0.000608513
ENSG00000233822,-0.0226349,0.273806,6.27831e-05
ENSG00000276903,0.117049,0.152339,0.000202838
ENSG00000275379,-0.531565,0.263806,6.76126e-05
ENSG00000275126,-0.292571,0.273797,6.27831e-05
ENSG00000197153,0.133692,0.402968,2.89768e-05
ENSG00000278677,0.128455,0.17731,0.000149714
ENSG00000274641,0.0812518,0.0977855,0.000492606
ENSG00000168131,0.0500898,0.0677204,0.00102868
ENSG00000124657,-0.132753,0.329013,4.34652e-05
ENSG00000197279,-0.205073,0.134349,0.000260791
ENSG00000196812,-0.34276,0.183349,0.000140055
ENSG00000198315,-0.159046,0.14718,0.000217326
ENSG00000137185,0.0549329,0.0959272,0.000511924
ENSG00000187626,-0.00144784,0.107109,0.000410505
ENSG00000189134,-0.0936184,0.0707799,0.000941747
ENSG00000276302,-0.339731,0.329018,4.34652e-05
ENSG00000197062,-0.0420469,0.138255,0.000246303
ENSG00000137338,0.0392726,0.0617722,0.00123634
ENSG00000235109,-0.015637,0.0263581,0.00684819
ENSG00000189298,-0.0763886,0.114042,0.00036221
ENSG00000158691,0.0811687,0.0406205,0.00283973
ENSG00000187987,0.0767604,0.136919,0.000251133
ENSG00000198704,-0.114153,0.135637,0.000255962
ENSG00000224586,0.124391,0.13313,0.000265621
ENSG00000232040,-0.130343,0.119743,0.000328404
ENSG00000204713,0.525048,0.373047,3.38063e-05
ENSG00000197935,-0.0164119,0.089442,0.000589196
ENSG00000204704,-0.375249,0.210483,0.000106248
ENSG00000204703,0.374313,0.254887,7.24421e-05
ENSG00000204701,-0.211974,0.183314,0.000140055
ENSG00000204700,-0.190489,0.0704,0.000951406
ENSG00000204695,0.141974,0.232666,8.69305e-05
ENSG00000243729,-0.16171,0.123423,0.000309086
ENSG00000112462,-0.207056,0.145579,0.000222156
ENSG00000204694,0.00253021,0.160149,0.00018352
ENSG00000206474,-0.0756083,0.403035,2.89768e-05
ENSG00000204688,-0.199028,0.110497,0.000386358
ENSG00000204687,0.00915479,0.0765275,0.000806522
ENSG00000213886,0.0195098,0.246792,7.72715e-05
ENSG00000204681,-0.0484075,0.111892,0.000376699
ENSG00000204655,-0.346332,0.215404,0.000101419
ENSG00000204644,-0.0598952,0.193601,0.000125566
ENSG00000204642,0.0468101,0.134363,0.000251133
ENSG00000204632,0.0650855,0.0870134,0.000623002
ENSG00000206503,0.0683396,0.0773882,0.000787204
ENSG00000066379,0.142779,0.373069,3.38063e-05
ENSG00000204619,-1.59896,0.441413,2.41474e-05
ENSG00000204618,-0.0745006,0.117178,0.000342892
ENSG00000204616,-0.0407363,0.0272174,0.00640871
ENSG00000204614,-0.0320809,0.0244052,0.00806522
ENSG00000204613,0.021855,0.0917052,0.000560219
ENSG00000204610,0.0394539,0.0473758,0.00209599
ENSG00000234127,0.29684,0.312124,4.82947e-05
ENSG00000204599,0.264361,0.273786,6.27831e-05
ENSG00000248167,-0.0907879,0.24679,7.72715e-05
ENSG00000241370,0.0837873,0.193609,0.000125566
ENSG00000204592,0.078183,0.220768,9.65894e-05
ENSG00000204590,-0.222397,0.263834,6.76126e-05
ENSG00000204576,-0.505781,0.263983,6.76126e-05
ENSG00000204574,-0.0642145,0.0894366,0.000589196
ENSG00000204568,0.0896388,0.169313,0.000164202
ENSG00000137343,0.00600533,0.0913449,0.000565048
ENSG00000204564,0.0551231,0.263825,6.76126e-05
ENSG00000204560,-0.104904,0.0950328,0.000521583
ENSG00000146112,0.0852482,0.174506,0.000154543
ENSG00000137404,-0.16317,0.210478,0.000106248
ENSG00000137337,0.013073,0.108393,0.000400846
ENSG00000137312,0.0910606,0.177315,0.000149714
ENSG00000137331,-0.237527,0.284949,5.79537e-05
ENSG00000204580,-0.0130177,0.104682,0.000429823
ENSG00000213780,0.0519354,0.101329,0.0004588
ENSG00000137411,0.0115275,0.0306123,0.00507094
ENSG00000168631,-0.0563029,0.0937396,0.000536071
ENSG00000204544,0.0195802,0.114798,0.000357381
ENSG00000261272,0.0914886,0.10978,0.000381528
ENSG00000204542,-0.228148,0.169309,0.000154543
ENSG00000204539,0.045327,0.100581,0.0025065
ENSG00000204540,-0.0318664,0.0491474,0.00196077
ENSG00000204538,-0.134428,0.158075,0.000188349
ENSG00000204536,0.0141178,0.036275,0.00359313
ENSG00000137310,0.0378794,0.141107,0.000236644
ENSG00000204531,0.0983673,0.31215,4.82947e-05
ENSG00000204525,-0.00492988,0.0501458,0.00185935
ENSG00000234745,-0.170631,0.263824,6.76126e-05
ENSG00000204520,0.00322126,0.0401701,0.00292666
ENSG00000204516,0.0731038,0.0760927,0.000816181
ENSG00000204511,0.0992801,0.160146,0.00018352
ENSG00000213760,-0.0944907,0.273757,6.27831e-05
ENSG00000204498,-0.408257,0.254875,7.24421e-05
ENSG00000227507,-0.276595,0.246796,7.72715e-05
ENSG00000204482,-0.0940463,0.312132,4.82947e-05
ENSG00000204475,0.0488432,0.128549,0.000284939
ENSG00000204472,-0.253255,0.183349,0.000140055
ENSG00000204469,-0.140067,0.124406,0.000304257
ENSG00000204463,0.201223,0.220746,9.65894e-05
ENSG00000204444,0.180601,0.158096,0.000188349
ENSG00000204439,0.171591,0.220753,9.65894e-05
ENSG00000204438,0.0455459,0.120631,0.000323575
ENSG00000204435,-1.39252,0.441451,2.41474e-05
ENSG00000263020,-0.174317,0.164542,0.000173861
ENSG00000240053,-0.128635,0.154188,0.000198008
ENSG00000204428,0.0466323,0.284963,5.79537e-05
ENSG00000204427,-0.0727684,0.135615,0.000255962
ENSG00000204424,-0.100301,0.113282,0.00036704
ENSG00000250641,0.027556,0.114813,0.000357381
ENSG00000204422,-0.292633,0.239413,8.2101e-05
ENSG00000244355,1.0985,0.349032,3.86358e-05
ENSG00000204421,0.0992055,0.105883,0.000420164
ENSG00000204420,0.0838345,0.0882991,0.000608513
ENSG00000213722,-0.129363,0.284938,5.79537e-05
ENSG00000213719,-0.0608812,0.174526,0.000154543
ENSG00000204410,0.106546,0.0740499,0.000859646
ENSG00000228727,-0.0202973,0.0490253,0.00195594
ENSG00000204396,-0.0526156,0.0509382,0.00181105
ENSG00000204394,-0.0081458,0.103528,0.000439482
ENSG00000204392,-0.00427265,0.402984,2.89768e-05
ENSG00000204390,-0.0606589,0.13827,0.000246303
ENSG00000204389,0.0171309,0.16454,0.000173861
ENSG00000204388,0.0772524,0.15419,0.000198008
ENSG00000204387,-0.301536,0.177307,0.000149714
ENSG00000204386,-0.039898,0.125416,0.000299427
ENSG00000204385,0.0466798,0.0859749,0.00063749
ENSG00000204371,-0.147359,0.177315,0.000149714
ENSG00000166278,-0.0187966,0.0334399,0.00420647
ENSG00000244255,-0.142831,0.120622,0.000323575
ENSG00000243649,-0.0962431,0.160151,0.00018352
ENSG00000204356,0.0253388,0.297615,5.31242e-05
ENSG00000204351,-0.013513,0.0404519,0.00289285
ENSG00000204348,-0.120481,0.0977942,0.000492606
ENSG00000204344,-0.188519,0.0937953,0.000536071
ENSG00000244731,0.28484,0.210487,9.65894e-05
ENSG00000224389,-0.291389,0.312132,4.82947e-05
ENSG00000231852,0.143188,0.118882,0.000333234
ENSG00000168477,-0.00635781,0.0471342,0.0021298
ENSG00000213676,0.0682386,0.1254,0.000299427
ENSG00000204315,0.225324,0.134365,0.000260791
ENSG00000204314,-0.193825,0.273764,6.27831e-05
ENSG00000221988,0.103808,0.239436,8.2101e-05
ENSG00000241404,0.0355044,0.0292051,0.0055394
ENSG00000204308,0.216376,0.297626,5.31242e-05
ENSG00000204305,-0.0878284,0.0608552,0.00126532
ENSG00000204304,0.279905,0.284965,5.79537e-05
ENSG00000213654,0.0405476,0.193593,0.000125566
ENSG00000204301,0.0192311,0.0644637,0.00113493
ENSG00000204296,0.046142,0.0520704,0.00174344
ENSG00000204290,0.0863792,0.127579,0.000289768
ENSG00000204287,0.634525,0.27379,6.27831e-05
ENSG00000198502,-0.0328633,0.0937358,0.000526412
ENSG00000196126,-0.0572277,0.0275017,0.00613826
ENSG00000179344,0.115704,0.183302,0.000111078
ENSG00000237541,0.74884,0.348986,3.86358e-05
ENSG00000232629,0.00834813,0.119735,0.000328404
ENSG00000241106,-0.0395039,0.0591791,0.00133776
ENSG00000204267,-0.0314104,0.130772,0.00027528
ENSG00000204264,-0.0249751,0.125408,0.000299427
ENSG00000168394,0.0613512,0.15234,0.000202838
ENSG00000240065,-0.0609667,0.111111,0.000381528
ENSG00000242574,-0.0697593,0.441422,2.41474e-05
ENSG00000204257,0.265494,0.373102,3.38063e-05
ENSG00000204256,-0.0648607,0.284958,5.79537e-05
ENSG00000204252,-0.0061839,0.312228,4.82947e-05
ENSG00000231389,-0.167531,0.107745,0.000405676
ENSG00000223865,-0.224493,0.150555,0.000207667
ENSG00000204248,-0.0333581,0.111095,0.000381528
ENSG00000204231,0.0951518,0.183307,0.000140055
ENSG00000112473,0.0880985,0.129663,0.000280109
ENSG00000204228,0.0418148,0.0409812,0.00281075
ENSG00000204227,-0.273553,0.348992,3.86358e-05
ENSG00000223501,-0.034941,0.138259,0.000246303
ENSG00000231500,0.305321,0.441438,2.41474e-05
ENSG00000235863,-0.278842,0.206744,0.000111078
ENSG00000227057,-0.196428,0.0997661,0.000473288
ENSG00000237441,-0.147068,0.142524,0.000231815
ENSG00000231925,0.0931842,0.102949,0.000444311
ENSG00000236104,-0.0795083,0.329101,4.34652e-05
ENSG00000204209,-0.0667799,0.215408,0.000101419
ENSG00000237649,0.0712721,0.152362,0.000202838
ENSG00000112511,0.117246,0.141047,0.000236644
ENSG00000112514,-0.101313,0.0459797,0.00223605
ENSG00000197283,0.00889034,0.0421453,0.00266587
ENSG00000213588,0.0958529,0.189988,0.000130396
ENSG00000030110,-0.108809,0.0959217,0.000511924
ENSG00000096433,0.0241805,0.0686755,0.000999701
ENSG00000137288,0.124271,0.232691,8.69305e-05
ENSG00000161896,0.0507871,0.0658938,0.00107697
ENSG00000161904,0.235237,0.193599,0.000125566
ENSG00000124493,0.0552181,0.0618927,0.00123152
ENSG00000186577,-0.0310019,0.0901545,0.000579537
ENSG00000272325,0.0818434,0.297625,5.31242e-05
ENSG00000124507,0.312117,0.329025,4.34652e-05
ENSG00000065060,0.117763,0.0897807,0.000584366
ENSG00000064995,0.12357,0.373063,3.38063e-05
ENSG00000064999,0.171164,0.239393,8.2101e-05
ENSG00000124678,-0.0960359,0.0937461,0.000536071
ENSG00000146197,-0.323823,0.193601,0.000125566
ENSG00000065029,-0.129481,0.134364,0.000260791
ENSG00000023892,0.134596,0.297616,5.31242e-05
ENSG00000112033,-0.163164,0.263792,6.76126e-05
ENSG00000112039,-0.0719966,0.148892,0.000212497
ENSG00000198755,0.263298,0.210454,0.000106248
ENSG00000007866,-0.823562,0.441429,2.41474e-05
ENSG00000112041,-0.088567,0.142497,0.000231815
ENSG00000096060,-0.167094,0.220727,9.65894e-05
ENSG00000157343,-0.137374,0.0946002,0.000526412
ENSG00000196748,0.0985639,0.162318,0.00017869
ENSG00000204140,-0.0372999,0.130797,0.00027528
ENSG00000137392,-0.300346,0.297632,5.31242e-05
ENSG00000197753,-0.00632598,0.215435,0.000101419
ENSG00000096063,0.0786512,0.082598,0.000690614
ENSG00000112053,-0.0227516,0.0722671,0.000903111
ENSG00000112062,0.020352,0.284979,5.79537e-05
ENSG00000156711,0.0366506,0.0600438,0.00129913
ENSG00000096070,-0.0684169,0.0486717,0.00199457
ENSG00000180316,-0.0590484,0.119761,0.000328404
ENSG00000189325,0.136363,0.0982651,0.000487777
ENSG00000010030,0.0399237,0.129644,0.000280109
ENSG00000179165,-0.104663,0.105313,0.000424993
ENSG00000112078,0.140763,0.154193,0.000198008
ENSG00000112079,0.414427,0.193695,0.000125566
ENSG00000112081,-0.0559572,0.077845,0.000719591
ENSG00000124762,-0.170528,0.232664,8.69305e-05
ENSG00000255587,0.0107679,0.0354368,0.00377665
ENSG00000124772,0.0152005,0.239542,8.2101e-05
ENSG00000137168,0.045871,0.205843,0.000111078
ENSG00000198663,-0.0809638,0.116362,0.000347722
ENSG00000164530,0.0328119,0.0590759,0.00135225
ENSG00000137409,0.187799,0.152403,0.000202838
ENSG00000146192,-0.102482,0.131942,0.00027045
ENSG00000172738,0.0964358,0.107142,0.000410505
ENSG00000065491,-0.520619,0.329018,4.34652e-05
ENSG00000112130,-0.0895483,0.373056,3.38063e-05
ENSG00000137200,0.48838,0.254861,7.24421e-05
ENSG00000198937,-0.299385,0.273771,6.27831e-05
ENSG00000112139,-0.312002,0.186582,0.000135225
ENSG00000183826,-0.184706,0.122478,0.000313916
ENSG00000124767,0.26086,0.113262,0.00036704
ENSG00000124721,-0.0147012,0.0319942,0.00463146
ENSG00000112164,0.347915,0.177341,0.000149714
ENSG00000112167,0.00306469,0.0883612,0.000603684
ENSG00000164626,-0.333157,0.246801,7.72715e-05
ENSG00000124780,0.0730285,0.128556,0.000284939
ENSG00000095981,0.0340351,0.0326009,0.00445277
ENSG00000164627,0.0230217,0.0568846,0.0014585
ENSG00000146122,-0.144022,0.210498,0.000106248
ENSG00000124615,0.0353032,0.0773808,0.000787204
ENSG00000156564,-0.316465,0.297635,5.31242e-05
